StationID,region,Location,TotalSessions,AvgWaitTime,PeakHours
G-069,Georgia,Atlanta,609,13 min,16-19
T-049,Texas,Houston,439,15 min,16-19
NY-061,New York,Albany,4770,8 min,18-21
A-061,Arizona,Tucson,3797,9 min,17-20
T-050,Texas,Houston,407,7 min,16-19
C-120,California,San Francisco,1287,7 min,17-20
F-050,Florida,Miami,4123,8 min,16-19
NY-062,New York,Buffalo,1102,6 min,17-20
T-051,Texas,Dallas,746,8 min,18-21
W-061,Washington,Spokane,115,11 min,18-21
NY-063,New York,New York City,3560,8 min,15-18
F-051,Florida,Tampa,3317,9 min,16-19
F-052,Florida,Tampa,1905,4 min,16-19
W-062,Washington,Seattle,4911,10 min,16-19
W-063,Washington,Seattle,4395,6 min,16-19
NY-064,New York,New York City,3663,3 min,17-20
G-070,Georgia,Savannah,4816,15 min,18-21
C-121,Colorado,Boulder,1391,15 min,15-18
T-052,Texas,Houston,525,10 min,15-18
A-062,Arizona,Phoenix,852,15 min,16-19
F-053,Florida,Orlando,3567,9 min,18-21
T-053,Texas,Houston,403,13 min,15-18
G-071,Georgia,Atlanta,2094,3 min,15-18
F-054,Florida,Miami,4872,14 min,15-18
F-055,Florida,Orlando,1350,12 min,17-20
A-063,Arizona,Phoenix,2705,13 min,18-21
C-122,California,San Francisco,2776,15 min,18-21
NY-065,New York,New York City,3923,7 min,18-21
C-123,Colorado,Boulder,2578,5 min,17-20
NY-066,New York,Albany,1900,13 min,18-21
T-054,Texas,Houston,4115,14 min,16-19
A-064,Arizona,Phoenix,2000,12 min,15-18
C-124,Colorado,Denver,2680,4 min,17-20
G-072,Georgia,Savannah,191,9 min,16-19
W-064,Washington,Seattle,2153,13 min,17-20
G-073,Georgia,Savannah,1884,7 min,17-20
I-057,Illinois,Chicago,633,15 min,17-20
C-125,Colorado,Boulder,4178,6 min,18-21
F-056,Florida,Miami,2428,14 min,15-18
F-057,Florida,Miami,3312,5 min,18-21
N-057,Nevada,Reno,1804,6 min,15-18
W-065,Washington,Spokane,4472,6 min,15-18
W-066,Washington,Spokane,365,15 min,16-19
T-055,Texas,Dallas,4009,4 min,16-19
F-058,Florida,Miami,2889,14 min,17-20
C-126,Colorado,Denver,3280,12 min,15-18
W-067,Washington,Seattle,731,9 min,16-19
A-065,Arizona,Tucson,2180,5 min,17-20
A-066,Arizona,Phoenix,4536,6 min,16-19
NY-067,New York,New York City,3444,15 min,15-18
F-059,Florida,Orlando,3163,5 min,17-20
N-058,Nevada,Las Vegas,3566,8 min,16-19
W-068,Washington,Spokane,1388,10 min,18-21
C-127,Colorado,Boulder,3525,14 min,17-20
F-060,Florida,Miami,4770,14 min,18-21
A-067,Arizona,Phoenix,1294,9 min,17-20
A-068,Arizona,Phoenix,523,11 min,15-18
I-058,Illinois,Springfield,2774,9 min,18-21
N-059,Nevada,Las Vegas,1261,7 min,17-20
T-056,Texas,Dallas,4376,9 min,15-18
C-128,Colorado,Denver,3124,4 min,15-18
T-057,Texas,Houston,2282,15 min,18-21
C-129,California,Los Angeles,3395,6 min,17-20
T-058,Texas,Dallas,2648,8 min,15-18
N-060,Nevada,Reno,437,12 min,16-19
I-059,Illinois,Springfield,2283,15 min,17-20
C-130,Colorado,Boulder,3572,13 min,17-20
G-074,Georgia,Savannah,1485,7 min,15-18
G-075,Georgia,Savannah,2543,13 min,15-18
G-076,Georgia,Atlanta,785,4 min,15-18
N-061,Nevada,Reno,1946,14 min,18-21
T-059,Texas,Houston,2593,15 min,18-21
W-069,Washington,Seattle,3132,14 min,15-18
G-077,Georgia,Savannah,3679,5 min,18-21
F-061,Florida,Tampa,2002,3 min,18-21
W-070,Washington,Seattle,3751,15 min,18-21
F-062,Florida,Miami,2455,6 min,17-20
T-060,Texas,Austin,3591,9 min,15-18
T-061,Texas,Houston,2635,12 min,15-18
T-062,Texas,Houston,4131,11 min,17-20
C-131,Colorado,Boulder,3853,5 min,18-21
C-132,California,San Francisco,924,12 min,16-19
I-060,Illinois,Chicago,4233,10 min,16-19
G-078,Georgia,Savannah,2102,4 min,16-19
N-062,Nevada,Reno,4522,4 min,18-21
C-133,Colorado,Denver,1691,5 min,17-20
N-063,Nevada,Las Vegas,4546,6 min,16-19
N-064,Nevada,Las Vegas,1532,11 min,18-21
G-079,Georgia,Savannah,1181,7 min,18-21
C-134,California,San Francisco,4394,5 min,18-21
C-135,Colorado,Boulder,1090,15 min,15-18
C-136,California,Los Angeles,125,7 min,16-19
A-069,Arizona,Tucson,124,5 min,15-18
F-063,Florida,Orlando,1010,15 min,18-21
I-061,Illinois,Chicago,4864,12 min,16-19
T-063,Texas,Dallas,2660,10 min,17-20
T-064,Texas,Houston,1235,5 min,15-18
T-065,Texas,Houston,4616,15 min,15-18
W-071,Washington,Spokane,1912,8 min,18-21
A-070,Arizona,Tucson,4960,6 min,16-19
I-062,Illinois,Chicago,679,13 min,16-19
NY-068,New York,New York City,4750,10 min,18-21
T-066,Texas,Dallas,2934,3 min,16-19
C-137,Colorado,Boulder,365,8 min,18-21
A-071,Arizona,Tucson,4380,12 min,17-20
N-065,Nevada,Las Vegas,2206,15 min,17-20
W-072,Washington,Seattle,1110,13 min,15-18
C-138,California,San Diego,4728,9 min,17-20
NY-069,New York,Buffalo,4345,3 min,17-20
I-063,Illinois,Chicago,3555,9 min,18-21
F-064,Florida,Tampa,1780,3 min,16-19
C-139,Colorado,Denver,2450,6 min,16-19
I-064,Illinois,Chicago,3617,6 min,16-19
I-065,Illinois,Chicago,1083,14 min,18-21
I-066,Illinois,Chicago,4286,13 min,17-20
F-065,Florida,Tampa,303,9 min,15-18
T-067,Texas,Austin,1022,6 min,15-18
A-072,Arizona,Tucson,2734,5 min,15-18
N-066,Nevada,Reno,4471,7 min,15-18
I-067,Illinois,Chicago,4049,13 min,15-18
C-140,Colorado,Denver,4892,10 min,17-20
W-073,Washington,Spokane,3161,14 min,17-20
NY-070,New York,Buffalo,3638,13 min,18-21
W-074,Washington,Spokane,4073,11 min,16-19
C-141,Colorado,Boulder,4255,10 min,16-19
C-142,Colorado,Boulder,4138,12 min,16-19
T-068,Texas,Houston,2476,10 min,16-19
C-143,California,San Francisco,1216,15 min,16-19
T-069,Texas,Austin,1362,7 min,15-18
W-075,Washington,Spokane,3988,15 min,15-18
I-068,Illinois,Chicago,1841,5 min,17-20
C-144,California,San Francisco,4864,12 min,18-21
W-076,Washington,Spokane,3129,3 min,18-21
T-070,Texas,Dallas,2305,12 min,15-18
NY-071,New York,New York City,1439,4 min,18-21
N-067,Nevada,Reno,4836,5 min,16-19
A-073,Arizona,Tucson,529,10 min,16-19
G-080,Georgia,Savannah,1086,6 min,15-18
C-145,Colorado,Denver,3314,13 min,18-21
A-074,Arizona,Phoenix,1509,12 min,16-19
NY-072,New York,Buffalo,367,9 min,16-19
T-071,Texas,Austin,2706,6 min,15-18
C-146,California,San Francisco,2516,13 min,16-19
A-075,Arizona,Phoenix,1143,14 min,16-19
F-066,Florida,Tampa,1669,3 min,15-18
N-068,Nevada,Reno,2553,5 min,16-19
NY-073,New York,Albany,493,10 min,16-19
W-077,Washington,Seattle,2239,10 min,17-20
A-076,Arizona,Tucson,2481,4 min,18-21
C-147,Colorado,Denver,500,6 min,15-18
W-078,Washington,Seattle,2547,9 min,17-20
W-079,Washington,Seattle,2728,6 min,17-20
N-069,Nevada,Reno,4587,11 min,15-18
C-148,California,San Diego,2961,11 min,18-21
C-149,Colorado,Boulder,4149,3 min,17-20
T-072,Texas,Houston,1313,9 min,17-20
G-081,Georgia,Atlanta,4492,14 min,17-20
C-150,Colorado,Boulder,1100,4 min,17-20
I-069,Illinois,Springfield,4985,4 min,18-21
G-082,Georgia,Atlanta,1712,10 min,16-19
G-083,Georgia,Savannah,2654,5 min,18-21
T-073,Texas,Houston,772,11 min,18-21
I-070,Illinois,Chicago,4166,5 min,15-18
N-070,Nevada,Las Vegas,1866,14 min,17-20
W-080,Washington,Spokane,1207,14 min,17-20
T-074,Texas,Dallas,2533,11 min,17-20
W-081,Washington,Spokane,844,15 min,16-19
I-071,Illinois,Chicago,843,10 min,18-21
N-071,Nevada,Las Vegas,1905,14 min,16-19
I-072,Illinois,Chicago,3790,13 min,18-21
C-151,Colorado,Denver,4588,5 min,16-19
W-082,Washington,Seattle,4913,9 min,18-21
NY-074,New York,New York City,100,12 min,18-21
T-075,Texas,Houston,1185,14 min,18-21
I-073,Illinois,Chicago,4934,11 min,15-18
T-076,Texas,Austin,4381,4 min,18-21
N-072,Nevada,Reno,2653,3 min,18-21
C-152,California,San Francisco,3486,13 min,18-21
F-067,Florida,Tampa,2647,10 min,15-18
A-077,Arizona,Tucson,499,4 min,18-21
NY-075,New York,New York City,3327,14 min,15-18
I-074,Illinois,Chicago,2142,5 min,16-19
A-078,Arizona,Phoenix,3288,15 min,15-18
N-073,Nevada,Reno,2340,7 min,15-18
NY-076,New York,New York City,3281,3 min,17-20
NY-077,New York,Albany,2441,10 min,16-19
T-077,Texas,Houston,473,12 min,16-19
W-083,Washington,Spokane,3975,4 min,16-19
T-078,Texas,Austin,4434,14 min,18-21
W-084,Washington,Spokane,4497,4 min,15-18
NY-078,New York,Buffalo,3253,13 min,17-20
A-079,Arizona,Tucson,920,3 min,16-19
G-084,Georgia,Atlanta,2906,12 min,15-18
I-075,Illinois,Springfield,249,15 min,15-18
A-080,Arizona,Phoenix,4556,15 min,17-20
N-074,Nevada,Las Vegas,2875,8 min,18-21
F-068,Florida,Orlando,975,8 min,15-18
G-085,Georgia,Atlanta,1728,6 min,16-19
T-079,Texas,Austin,953,4 min,16-19
C-153,Colorado,Boulder,1363,10 min,18-21
A-081,Arizona,Tucson,2118,13 min,18-21
W-085,Washington,Spokane,3920,10 min,18-21
NY-079,New York,New York City,3922,14 min,18-21
F-069,Florida,Tampa,918,8 min,17-20
T-080,Texas,Dallas,3770,8 min,17-20
F-070,Florida,Miami,2015,14 min,16-19
G-086,Georgia,Savannah,2251,3 min,15-18
W-086,Washington,Spokane,666,9 min,15-18
W-087,Washington,Spokane,3385,4 min,15-18
N-075,Nevada,Reno,1612,15 min,18-21
T-081,Texas,Dallas,3270,4 min,15-18
W-088,Washington,Seattle,2961,7 min,17-20
W-089,Washington,Seattle,4251,3 min,15-18
N-076,Nevada,Reno,4821,9 min,16-19
N-077,Nevada,Reno,3992,10 min,17-20
G-087,Georgia,Savannah,1004,3 min,16-19
T-082,Texas,Dallas,4402,9 min,18-21
C-154,Colorado,Denver,659,11 min,17-20
A-082,Arizona,Phoenix,3352,5 min,15-18
I-076,Illinois,Springfield,986,14 min,17-20
G-088,Georgia,Savannah,3296,7 min,17-20
F-071,Florida,Miami,3662,4 min,18-21
I-077,Illinois,Chicago,571,15 min,18-21
NY-080,New York,Albany,3039,15 min,17-20
G-089,Georgia,Atlanta,3669,8 min,17-20
C-155,California,San Francisco,3051,13 min,18-21
N-078,Nevada,Reno,719,10 min,15-18
A-083,Arizona,Tucson,4051,9 min,16-19
C-156,California,San Francisco,803,15 min,18-21
I-078,Illinois,Springfield,3677,9 min,17-20
C-157,Colorado,Denver,4600,6 min,17-20
W-090,Washington,Seattle,1448,5 min,16-19
A-084,Arizona,Tucson,2079,10 min,17-20
N-079,Nevada,Las Vegas,564,12 min,18-21
F-072,Florida,Miami,2377,10 min,17-20
N-080,Nevada,Reno,780,8 min,17-20
T-083,Texas,Austin,1451,5 min,15-18
G-090,Georgia,Savannah,2728,8 min,16-19
W-091,Washington,Spokane,4531,4 min,15-18
C-158,California,San Diego,2812,9 min,16-19
I-079,Illinois,Springfield,3553,8 min,18-21
W-092,Washington,Spokane,2629,14 min,16-19
T-084,Texas,Dallas,735,7 min,16-19
N-081,Nevada,Las Vegas,2209,13 min,18-21
W-093,Washington,Spokane,2036,3 min,17-20
W-094,Washington,Seattle,211,5 min,15-18
W-095,Washington,Seattle,4495,3 min,18-21
F-073,Florida,Miami,1352,6 min,15-18
C-159,Colorado,Denver,3030,6 min,17-20
I-080,Illinois,Springfield,835,11 min,15-18
NY-081,New York,New York City,1592,12 min,17-20
A-085,Arizona,Phoenix,2539,13 min,16-19
C-160,California,San Francisco,1502,11 min,15-18
NY-082,New York,Buffalo,1788,4 min,16-19
G-091,Georgia,Savannah,4973,8 min,15-18
T-085,Texas,Austin,2827,7 min,17-20
I-081,Illinois,Springfield,4270,12 min,17-20
N-082,Nevada,Las Vegas,4327,7 min,15-18
A-086,Arizona,Phoenix,421,9 min,17-20
I-082,Illinois,Springfield,312,10 min,18-21
C-161,Colorado,Denver,4293,8 min,15-18
T-086,Texas,Houston,3291,5 min,16-19
I-083,Illinois,Chicago,2284,8 min,17-20
W-096,Washington,Spokane,1362,13 min,18-21
W-097,Washington,Seattle,4520,15 min,18-21
NY-083,New York,Buffalo,4018,8 min,15-18
A-087,Arizona,Phoenix,3382,7 min,17-20
N-083,Nevada,Reno,3132,6 min,18-21
I-084,Illinois,Chicago,3431,10 min,18-21
N-084,Nevada,Reno,2699,14 min,15-18
G-092,Georgia,Savannah,2821,4 min,15-18
N-085,Nevada,Reno,1389,10 min,17-20
C-162,Colorado,Boulder,4055,9 min,17-20
T-087,Texas,Houston,2834,10 min,15-18
C-163,Colorado,Boulder,560,13 min,15-18
F-074,Florida,Orlando,3390,5 min,17-20
G-093,Georgia,Atlanta,3684,10 min,18-21
C-164,California,San Francisco,3592,5 min,15-18
C-165,California,Los Angeles,3647,9 min,16-19
N-086,Nevada,Reno,4325,9 min,18-21
N-087,Nevada,Las Vegas,4246,11 min,17-20
I-085,Illinois,Springfield,2617,7 min,18-21
F-075,Florida,Miami,2538,9 min,16-19
A-088,Arizona,Tucson,1958,13 min,16-19
N-088,Nevada,Las Vegas,1907,10 min,17-20
I-086,Illinois,Chicago,2805,9 min,16-19
NY-084,New York,New York City,931,5 min,17-20
W-098,Washington,Seattle,904,8 min,18-21
N-089,Nevada,Reno,3881,11 min,16-19
I-087,Illinois,Springfield,992,9 min,16-19
G-094,Georgia,Savannah,4057,12 min,18-21
C-166,California,San Francisco,902,6 min,16-19
C-167,Colorado,Denver,2069,11 min,18-21
G-095,Georgia,Atlanta,666,12 min,18-21
C-168,California,Los Angeles,2006,9 min,15-18
A-089,Arizona,Phoenix,1754,8 min,15-18
T-088,Texas,Houston,278,9 min,18-21
N-090,Nevada,Reno,2687,15 min,18-21
A-090,Arizona,Phoenix,3785,14 min,15-18
T-089,Texas,Houston,4475,6 min,17-20
T-090,Texas,Houston,3017,9 min,18-21
A-091,Arizona,Tucson,4043,11 min,17-20
C-169,California,Los Angeles,3983,5 min,18-21
F-076,Florida,Miami,2155,10 min,15-18
I-088,Illinois,Chicago,4949,14 min,16-19
T-091,Texas,Houston,2308,14 min,18-21
G-096,Georgia,Savannah,4085,12 min,16-19
W-099,Washington,Seattle,1213,11 min,16-19
I-089,Illinois,Chicago,762,4 min,15-18
C-170,Colorado,Denver,845,13 min,17-20
N-091,Nevada,Reno,2703,10 min,18-21
G-097,Georgia,Savannah,2679,8 min,15-18
C-171,California,San Diego,3362,8 min,17-20
I-090,Illinois,Chicago,1237,5 min,16-19
F-077,Florida,Tampa,3633,5 min,17-20
A-092,Arizona,Tucson,1356,3 min,17-20
T-092,Texas,Houston,663,7 min,15-18
C-172,California,San Diego,3228,10 min,15-18
T-093,Texas,Houston,3020,14 min,18-21
F-078,Florida,Miami,2721,3 min,16-19
A-093,Arizona,Tucson,2815,10 min,15-18
C-173,Colorado,Denver,1942,15 min,15-18
C-174,Colorado,Denver,1252,7 min,17-20
T-094,Texas,Austin,3025,7 min,17-20
W-100,Washington,Seattle,3406,8 min,17-20
G-098,Georgia,Savannah,881,10 min,17-20
A-094,Arizona,Phoenix,1584,8 min,17-20
C-175,Colorado,Boulder,562,5 min,15-18
NY-085,New York,New York City,2681,11 min,18-21
C-176,Colorado,Denver,1414,11 min,17-20
C-177,California,San Diego,1440,11 min,16-19
F-079,Florida,Orlando,247,7 min,15-18
N-092,Nevada,Reno,4770,12 min,15-18
F-080,Florida,Orlando,3997,13 min,15-18
I-091,Illinois,Chicago,264,5 min,16-19
N-093,Nevada,Las Vegas,832,8 min,16-19
W-101,Washington,Spokane,577,7 min,15-18
T-095,Texas,Dallas,3551,7 min,18-21
T-096,Texas,Austin,1246,11 min,15-18
A-095,Arizona,Tucson,1703,12 min,16-19
F-081,Florida,Miami,993,14 min,18-21
W-102,Washington,Seattle,4411,8 min,18-21
C-178,Colorado,Denver,2932,7 min,18-21
C-179,Colorado,Denver,503,15 min,16-19
C-180,Colorado,Denver,3470,9 min,16-19
T-097,Texas,Dallas,917,14 min,15-18
A-096,Arizona,Phoenix,3773,4 min,15-18
A-097,Arizona,Tucson,1738,11 min,16-19
T-098,Texas,Houston,3218,8 min,16-19
I-092,Illinois,Chicago,290,9 min,17-20
NY-086,New York,New York City,4853,3 min,16-19
F-082,Florida,Orlando,849,8 min,17-20
G-099,Georgia,Atlanta,4433,9 min,18-21
NY-087,New York,Buffalo,782,12 min,16-19
C-181,California,San Francisco,934,11 min,15-18
T-099,Texas,Dallas,3929,4 min,17-20
W-103,Washington,Seattle,4460,15 min,15-18
A-098,Arizona,Tucson,2775,7 min,15-18
G-100,Georgia,Savannah,3617,5 min,17-20
T-100,Texas,Houston,2079,6 min,18-21
N-094,Nevada,Las Vegas,2250,11 min,17-20
F-083,Florida,Orlando,3692,15 min,16-19
C-182,California,San Francisco,3049,15 min,15-18
F-084,Florida,Orlando,4126,13 min,15-18
A-099,Arizona,Phoenix,1472,14 min,15-18
NY-088,New York,Buffalo,4137,10 min,16-19
N-095,Nevada,Las Vegas,1049,5 min,15-18
C-183,Colorado,Boulder,1997,5 min,16-19
C-184,California,San Francisco,2488,7 min,18-21
I-093,Illinois,Chicago,4501,15 min,18-21
W-104,Washington,Spokane,612,7 min,15-18
A-100,Arizona,Phoenix,1630,10 min,15-18
N-096,Nevada,Reno,271,5 min,18-21
C-185,Colorado,Boulder,4461,6 min,17-20
G-101,Georgia,Savannah,963,15 min,18-21
I-094,Illinois,Chicago,383,7 min,18-21
N-097,Nevada,Reno,3112,8 min,16-19
C-186,Colorado,Denver,488,7 min,15-18
A-101,Arizona,Tucson,3637,10 min,15-18
G-102,Georgia,Atlanta,2894,9 min,18-21
N-098,Nevada,Reno,3101,5 min,16-19
T-101,Texas,Houston,3188,15 min,17-20
C-187,Colorado,Boulder,1281,4 min,17-20
T-102,Texas,Dallas,2246,4 min,18-21
G-103,Georgia,Atlanta,1731,13 min,18-21
N-099,Nevada,Las Vegas,4639,5 min,17-20
G-104,Georgia,Atlanta,757,15 min,16-19
W-105,Washington,Spokane,1196,12 min,16-19
N-100,Nevada,Reno,2604,3 min,15-18
T-103,Texas,Houston,578,8 min,16-19
A-102,Arizona,Tucson,3259,9 min,18-21
F-085,Florida,Orlando,3349,4 min,15-18
F-086,Florida,Miami,4261,7 min,17-20
W-106,Washington,Spokane,2961,11 min,17-20
G-105,Georgia,Savannah,4100,6 min,17-20
C-188,Colorado,Denver,4190,4 min,17-20
G-106,Georgia,Savannah,4438,11 min,18-21
NY-089,New York,New York City,865,10 min,17-20
A-103,Arizona,Phoenix,2918,10 min,18-21
A-104,Arizona,Phoenix,4925,5 min,15-18
G-107,Georgia,Atlanta,1065,5 min,18-21
W-107,Washington,Seattle,2067,13 min,16-19
T-104,Texas,Austin,1884,8 min,16-19
T-105,Texas,Dallas,3628,12 min,18-21
A-105,Arizona,Tucson,765,14 min,15-18
F-087,Florida,Miami,4934,10 min,17-20
N-101,Nevada,Reno,2468,3 min,17-20
C-189,California,San Francisco,2844,5 min,15-18
C-190,California,Los Angeles,3042,8 min,16-19
C-191,Colorado,Denver,3521,3 min,17-20
N-102,Nevada,Reno,4404,3 min,17-20
C-192,California,San Diego,976,9 min,15-18
C-193,California,Los Angeles,3745,14 min,15-18
A-106,Arizona,Phoenix,2338,15 min,18-21
C-194,California,Los Angeles,1830,8 min,16-19
NY-090,New York,Albany,593,5 min,18-21
N-103,Nevada,Las Vegas,1240,11 min,18-21
C-195,Colorado,Boulder,4224,3 min,16-19
G-108,Georgia,Atlanta,1794,6 min,17-20
N-104,Nevada,Las Vegas,936,7 min,16-19
G-109,Georgia,Atlanta,965,3 min,18-21
W-108,Washington,Spokane,1628,5 min,18-21
I-095,Illinois,Springfield,1250,14 min,17-20
A-107,Arizona,Phoenix,2181,6 min,16-19
G-110,Georgia,Savannah,815,5 min,16-19
I-096,Illinois,Springfield,2054,9 min,18-21
C-196,California,Los Angeles,2287,3 min,18-21
I-097,Illinois,Chicago,1923,3 min,15-18
C-197,California,San Diego,4949,13 min,16-19
NY-091,New York,Buffalo,4029,7 min,18-21
A-108,Arizona,Tucson,3477,9 min,15-18
C-198,Colorado,Denver,1987,9 min,17-20
C-199,California,Los Angeles,1810,14 min,17-20
N-105,Nevada,Las Vegas,4875,11 min,17-20
N-106,Nevada,Reno,2086,4 min,16-19
NY-092,New York,Buffalo,2432,14 min,15-18
W-109,Washington,Spokane,1360,3 min,15-18
F-088,Florida,Tampa,3385,10 min,15-18
N-107,Nevada,Las Vegas,2701,13 min,18-21
A-109,Arizona,Tucson,4391,14 min,16-19
NY-093,New York,Buffalo,4948,10 min,18-21
C-200,Colorado,Denver,4275,5 min,16-19
T-106,Texas,Houston,2416,6 min,17-20
A-110,Arizona,Phoenix,4049,4 min,17-20
I-098,Illinois,Springfield,4425,5 min,17-20
F-089,Florida,Orlando,3518,4 min,16-19
W-110,Washington,Spokane,2495,14 min,15-18
N-108,Nevada,Las Vegas,4817,10 min,18-21
W-111,Washington,Seattle,3596,9 min,17-20
F-090,Florida,Tampa,342,14 min,16-19
NY-094,New York,Buffalo,3539,3 min,15-18
N-109,Nevada,Las Vegas,899,12 min,15-18
G-111,Georgia,Savannah,2385,12 min,17-20
W-112,Washington,Seattle,1301,4 min,18-21
W-113,Washington,Spokane,4730,3 min,16-19
F-091,Florida,Orlando,3731,12 min,18-21
F-092,Florida,Orlando,4792,13 min,18-21
F-093,Florida,Orlando,836,4 min,17-20
A-111,Arizona,Phoenix,3140,8 min,18-21
W-114,Washington,Spokane,3570,4 min,18-21
N-110,Nevada,Reno,2682,7 min,17-20
W-115,Washington,Spokane,1689,11 min,15-18
T-107,Texas,Austin,392,3 min,15-18
N-111,Nevada,Las Vegas,4005,4 min,17-20
C-201,Colorado,Boulder,3058,9 min,16-19
T-108,Texas,Austin,4150,15 min,18-21
T-109,Texas,Dallas,3355,12 min,17-20
N-112,Nevada,Reno,4439,13 min,17-20
W-116,Washington,Seattle,4292,12 min,18-21
A-112,Arizona,Tucson,1030,7 min,18-21
C-202,California,Los Angeles,1948,12 min,15-18
A-113,Arizona,Phoenix,1981,8 min,15-18
G-112,Georgia,Savannah,1311,5 min,18-21
A-114,Arizona,Tucson,3822,12 min,17-20
F-094,Florida,Orlando,4757,12 min,17-20
G-113,Georgia,Savannah,4034,5 min,18-21
I-099,Illinois,Springfield,4517,13 min,17-20
G-114,Georgia,Savannah,3278,14 min,15-18
C-203,California,San Francisco,281,15 min,18-21
I-100,Illinois,Springfield,3796,4 min,16-19
C-204,Colorado,Boulder,2396,14 min,18-21
W-117,Washington,Seattle,595,14 min,16-19
I-101,Illinois,Chicago,1171,6 min,16-19
A-115,Arizona,Phoenix,1212,14 min,15-18
C-205,Colorado,Boulder,2083,8 min,16-19
A-116,Arizona,Tucson,4693,14 min,16-19
A-117,Arizona,Phoenix,3535,4 min,16-19
F-095,Florida,Miami,3583,4 min,16-19
F-096,Florida,Miami,4278,4 min,16-19
F-097,Florida,Miami,1522,4 min,17-20
A-118,Arizona,Tucson,4156,10 min,15-18
F-098,Florida,Tampa,4492,8 min,18-21
W-118,Washington,Spokane,339,4 min,15-18
NY-095,New York,New York City,4893,5 min,17-20
C-206,Colorado,Boulder,2610,8 min,17-20
N-113,Nevada,Reno,2738,3 min,18-21
I-102,Illinois,Chicago,3891,5 min,16-19
A-119,Arizona,Tucson,695,14 min,16-19
I-103,Illinois,Chicago,1007,4 min,18-21
T-110,Texas,Austin,4886,12 min,18-21
C-207,Colorado,Boulder,4447,12 min,15-18
C-208,Colorado,Denver,518,7 min,15-18
F-099,Florida,Orlando,4808,14 min,16-19
F-100,Florida,Miami,1842,11 min,15-18
C-209,Colorado,Boulder,745,8 min,15-18
N-114,Nevada,Las Vegas,3512,8 min,15-18
I-104,Illinois,Springfield,4027,9 min,17-20
T-111,Texas,Houston,3294,15 min,17-20
G-115,Georgia,Atlanta,2305,11 min,18-21
T-112,Texas,Austin,2938,9 min,18-21
T-113,Texas,Dallas,1550,11 min,18-21
A-120,Arizona,Tucson,2241,13 min,18-21
W-119,Washington,Spokane,2293,7 min,18-21
F-101,Florida,Orlando,4569,14 min,16-19
F-102,Florida,Miami,4927,3 min,15-18
C-210,California,San Francisco,2260,13 min,18-21
C-211,Colorado,Boulder,1565,7 min,15-18
I-105,Illinois,Chicago,3728,11 min,15-18
C-212,Colorado,Boulder,1312,9 min,18-21
W-120,Washington,Seattle,1123,7 min,16-19
N-115,Nevada,Las Vegas,958,9 min,15-18
NY-096,New York,New York City,2231,6 min,15-18
W-121,Washington,Spokane,2858,8 min,17-20
W-122,Washington,Seattle,3295,7 min,15-18
C-213,California,Los Angeles,3792,8 min,16-19
N-116,Nevada,Reno,4379,11 min,17-20
C-214,California,San Diego,4724,15 min,16-19
N-117,Nevada,Reno,944,11 min,15-18
C-215,California,Los Angeles,599,5 min,18-21
F-103,Florida,Tampa,675,9 min,15-18
I-106,Illinois,Chicago,1407,9 min,16-19
W-123,Washington,Spokane,3614,4 min,18-21
N-118,Nevada,Las Vegas,3278,7 min,18-21
G-116,Georgia,Atlanta,1309,13 min,15-18
A-121,Arizona,Tucson,4598,13 min,15-18
I-107,Illinois,Springfield,4377,4 min,18-21
C-216,California,Los Angeles,3963,10 min,18-21
C-217,California,San Francisco,126,8 min,15-18
I-108,Illinois,Springfield,1610,14 min,17-20
