region,category,parameter,mode,powertrain,year,unit,value
Nevada,Commercial Vehicles,EV Sales,Vans,PHEV,2019,Percent,7403.17
Arizona,Passenger Vehicles,EV Stock,Buses,PHEV,2019,Charging Point,44149.48
Georgia,Commercial Vehicles,EV Stock,Buses,BEV,2019,Charging Point,26140.07
Arizona,Commercial Vehicles,EV Stock,Vans,PHEV,2023,Percent,36620.15
Georgia,Commercial Vehicles,EV Stock,Buses,BEV,2021,Charging Point,48607.54
New York,Commercial Vehicles,EV Stock,Cars,BEV,2018,Charging Point,21653.96
Texas,Passenger Vehicles,EV Stock,Bikes,BEV,2020,Percent,23040.12
Colorado,Commercial Vehicles,EV Stock,Cars,BEV,2018,Charging Point,41309.71
Washington,Passenger Vehicles,EV Sales,Cars,BEV,2021,Percent,5600.86
Georgia,Commercial Vehicles,EV Stock,Buses,BEV,2022,Charging Point,1482.17
Arizona,Commercial Vehicles,EV Stock,Vans,BEV,2018,Percent,30255.4
Colorado,Commercial Vehicles,EV Stock,Vans,BEV,2018,Vehicles,8459.24
Florida,Commercial Vehicles,EV Stock,Cars,PHEV,2020,Charging Point,12861.34
Florida,Passenger Vehicles,EV Stock,Bikes,BEV,2021,Charging Point,48816.37
California,Commercial Vehicles,EV Sales,Cars,PHEV,2020,Charging Point,32692.09
Washington,Commercial Vehicles,EV Stock,Bikes,BEV,2022,Charging Point,42802.56
New York,Commercial Vehicles,EV Sales,Bikes,PHEV,2023,Charging Point,44899.77
Arizona,Passenger Vehicles,EV Sales,Cars,PHEV,2023,Percent,6155.37
Texas,Passenger Vehicles,EV Sales,Cars,BEV,2023,Charging Point,46396.1
Texas,Passenger Vehicles,EV Sales,Buses,PHEV,2019,Percent,43339.31
Arizona,Commercial Vehicles,EV Sales,Bikes,BEV,2023,Vehicles,2362.6
Nevada,Passenger Vehicles,EV Stock,Cars,PHEV,2024,Vehicles,48862.66
New York,Commercial Vehicles,EV Stock,Buses,BEV,2023,Percent,22970.02
Colorado,Passenger Vehicles,EV Sales,Bikes,PHEV,2021,Vehicles,48726.97
Georgia,Commercial Vehicles,EV Stock,Cars,PHEV,2024,Percent,41210.34
Nevada,Commercial Vehicles,EV Sales,Bikes,BEV,2023,Charging Point,22062.7
Georgia,Passenger Vehicles,EV Stock,Bikes,PHEV,2023,Percent,25626.72
Georgia,Passenger Vehicles,EV Stock,Vans,BEV,2022,Vehicles,13827.37
Nevada,Passenger Vehicles,EV Sales,Buses,BEV,2022,Percent,24397.3
California,Commercial Vehicles,EV Stock,Vans,PHEV,2018,Vehicles,5463.87
Florida,Passenger Vehicles,EV Stock,Vans,PHEV,2024,Percent,45440.89
Georgia,Commercial Vehicles,EV Sales,Vans,PHEV,2020,Vehicles,35689.28
Nevada,Commercial Vehicles,EV Sales,Cars,BEV,2018,Charging Point,40279.82
Nevada,Passenger Vehicles,EV Sales,Vans,BEV,2018,Percent,26603
Illinois,Commercial Vehicles,EV Stock,Vans,BEV,2019,Charging Point,6369.13
California,Passenger Vehicles,EV Stock,Bikes,BEV,2020,Charging Point,26908.51
Washington,Passenger Vehicles,EV Sales,Vans,PHEV,2019,Charging Point,16527.39
Illinois,Passenger Vehicles,EV Stock,Bikes,BEV,2023,Vehicles,604.28
Illinois,Commercial Vehicles,EV Stock,Buses,BEV,2022,Vehicles,30790.29
Arizona,Passenger Vehicles,EV Sales,Bikes,PHEV,2023,Charging Point,42697.1
Florida,Commercial Vehicles,EV Sales,Cars,PHEV,2019,Percent,35556.55
Nevada,Passenger Vehicles,EV Stock,Vans,PHEV,2022,Vehicles,11254.27
Florida,Passenger Vehicles,EV Stock,Cars,BEV,2018,Vehicles,40974.75
New York,Passenger Vehicles,EV Stock,Buses,PHEV,2023,Charging Point,15544.02
Arizona,Commercial Vehicles,EV Sales,Cars,PHEV,2019,Vehicles,11002.42
Washington,Passenger Vehicles,EV Stock,Bikes,BEV,2023,Percent,48060.98
Florida,Passenger Vehicles,EV Stock,Vans,BEV,2020,Vehicles,928.2
Texas,Commercial Vehicles,EV Stock,Bikes,BEV,2019,Vehicles,8461.7
Georgia,Passenger Vehicles,EV Sales,Cars,BEV,2022,Percent,23403.35
New York,Passenger Vehicles,EV Sales,Bikes,PHEV,2021,Percent,8436.75
California,Commercial Vehicles,EV Stock,Cars,BEV,2023,Vehicles,8426.79
Washington,Commercial Vehicles,EV Stock,Cars,PHEV,2024,Percent,31753.98
New York,Passenger Vehicles,EV Sales,Cars,PHEV,2023,Vehicles,40969.6
Georgia,Passenger Vehicles,EV Sales,Cars,BEV,2024,Percent,33114.71
Arizona,Commercial Vehicles,EV Stock,Buses,BEV,2020,Charging Point,5162.47
Georgia,Passenger Vehicles,EV Stock,Vans,BEV,2022,Vehicles,44779.39
Illinois,Passenger Vehicles,EV Stock,Bikes,BEV,2023,Charging Point,46145.12
Georgia,Commercial Vehicles,EV Stock,Bikes,PHEV,2024,Vehicles,14122.03
Illinois,Commercial Vehicles,EV Sales,Bikes,BEV,2021,Percent,27700.32
Arizona,Passenger Vehicles,EV Sales,Cars,BEV,2023,Charging Point,24313.31
Colorado,Commercial Vehicles,EV Stock,Cars,PHEV,2020,Vehicles,33444.41
Illinois,Commercial Vehicles,EV Stock,Vans,PHEV,2021,Percent,48899.53
California,Commercial Vehicles,EV Stock,Vans,PHEV,2018,Percent,49320.38
Georgia,Commercial Vehicles,EV Stock,Vans,BEV,2018,Charging Point,25506.3
Georgia,Passenger Vehicles,EV Sales,Bikes,PHEV,2023,Vehicles,4688.29
California,Passenger Vehicles,EV Stock,Vans,PHEV,2019,Charging Point,16790.18
Texas,Passenger Vehicles,EV Sales,Cars,PHEV,2019,Vehicles,20736.97
Nevada,Commercial Vehicles,EV Sales,Vans,BEV,2019,Percent,26778.2
Colorado,Passenger Vehicles,EV Stock,Buses,PHEV,2019,Percent,48022.48
Washington,Commercial Vehicles,EV Stock,Cars,BEV,2024,Percent,13194.63
Illinois,Commercial Vehicles,EV Sales,Buses,PHEV,2023,Vehicles,26880.72
California,Commercial Vehicles,EV Sales,Vans,PHEV,2021,Vehicles,14623.28
Arizona,Commercial Vehicles,EV Sales,Buses,PHEV,2020,Percent,45981.15
Illinois,Commercial Vehicles,EV Stock,Cars,PHEV,2020,Vehicles,49498.89
Nevada,Commercial Vehicles,EV Sales,Bikes,PHEV,2024,Vehicles,43549.89
Arizona,Passenger Vehicles,EV Stock,Cars,PHEV,2019,Percent,17003.31
New York,Commercial Vehicles,EV Stock,Cars,BEV,2018,Percent,13966.41
Georgia,Passenger Vehicles,EV Stock,Cars,BEV,2022,Vehicles,21615.41
New York,Passenger Vehicles,EV Sales,Buses,BEV,2019,Vehicles,37404.05
Illinois,Commercial Vehicles,EV Stock,Cars,PHEV,2019,Charging Point,564.84
Nevada,Commercial Vehicles,EV Stock,Cars,BEV,2023,Vehicles,49756.05
Colorado,Passenger Vehicles,EV Stock,Cars,PHEV,2024,Charging Point,44182.23
Illinois,Commercial Vehicles,EV Sales,Vans,BEV,2018,Vehicles,1288.4
California,Commercial Vehicles,EV Sales,Buses,PHEV,2022,Charging Point,19166.8
Florida,Commercial Vehicles,EV Stock,Vans,BEV,2021,Charging Point,34422.92
Illinois,Commercial Vehicles,EV Sales,Cars,PHEV,2021,Percent,12146.15
Georgia,Commercial Vehicles,EV Sales,Vans,PHEV,2022,Vehicles,7227.65
Georgia,Commercial Vehicles,EV Stock,Bikes,BEV,2022,Percent,31502.99
Illinois,Commercial Vehicles,EV Stock,Cars,PHEV,2024,Percent,45185.92
Arizona,Commercial Vehicles,EV Stock,Vans,BEV,2021,Vehicles,47784.11
Florida,Passenger Vehicles,EV Stock,Cars,BEV,2019,Percent,612.14
California,Passenger Vehicles,EV Sales,Bikes,BEV,2024,Percent,43735.42
Illinois,Passenger Vehicles,EV Stock,Cars,BEV,2019,Percent,28082.32
Arizona,Passenger Vehicles,EV Sales,Cars,PHEV,2023,Percent,11961.44
Georgia,Passenger Vehicles,EV Sales,Vans,BEV,2018,Charging Point,30885.49
Georgia,Passenger Vehicles,EV Sales,Cars,PHEV,2022,Vehicles,49789.86
Nevada,Commercial Vehicles,EV Stock,Bikes,PHEV,2019,Vehicles,13881
Illinois,Passenger Vehicles,EV Stock,Bikes,PHEV,2019,Percent,13916.72
Florida,Commercial Vehicles,EV Stock,Vans,BEV,2018,Vehicles,34977.23
Texas,Passenger Vehicles,EV Sales,Cars,PHEV,2022,Charging Point,2256.06
Florida,Passenger Vehicles,EV Stock,Buses,PHEV,2018,Percent,41045.31
Georgia,Passenger Vehicles,EV Sales,Cars,BEV,2018,Percent,32661.19
Georgia,Passenger Vehicles,EV Stock,Buses,PHEV,2021,Percent,42075.44
New York,Passenger Vehicles,EV Sales,Cars,PHEV,2018,Charging Point,11613.93
Georgia,Passenger Vehicles,EV Stock,Bikes,PHEV,2024,Vehicles,42374.79
California,Commercial Vehicles,EV Stock,Bikes,PHEV,2024,Charging Point,22485.81
Washington,Passenger Vehicles,EV Stock,Cars,PHEV,2024,Vehicles,6722.84
Illinois,Commercial Vehicles,EV Sales,Cars,BEV,2022,Charging Point,45080.99
Florida,Commercial Vehicles,EV Sales,Bikes,BEV,2019,Charging Point,35280.16
Washington,Passenger Vehicles,EV Stock,Cars,BEV,2019,Percent,8497.43
Arizona,Commercial Vehicles,EV Stock,Cars,BEV,2021,Percent,12400.59
Texas,Commercial Vehicles,EV Stock,Vans,BEV,2022,Percent,13516.29
California,Commercial Vehicles,EV Sales,Vans,PHEV,2024,Charging Point,48170.38
Florida,Passenger Vehicles,EV Stock,Vans,BEV,2019,Charging Point,44320.24
Washington,Commercial Vehicles,EV Sales,Buses,PHEV,2018,Vehicles,17382.62
Texas,Passenger Vehicles,EV Stock,Bikes,PHEV,2024,Charging Point,23385.18
New York,Passenger Vehicles,EV Stock,Cars,BEV,2024,Vehicles,14335.47
California,Passenger Vehicles,EV Stock,Bikes,BEV,2020,Percent,37158.17
California,Passenger Vehicles,EV Stock,Cars,PHEV,2024,Percent,8144.34
New York,Commercial Vehicles,EV Sales,Cars,PHEV,2020,Charging Point,16996.85
Illinois,Passenger Vehicles,EV Stock,Bikes,BEV,2024,Vehicles,30344.61
New York,Passenger Vehicles,EV Sales,Buses,BEV,2024,Vehicles,43879.49
California,Passenger Vehicles,EV Stock,Buses,PHEV,2024,Percent,31813.96
California,Passenger Vehicles,EV Stock,Buses,PHEV,2020,Charging Point,46992.35
Washington,Commercial Vehicles,EV Sales,Buses,BEV,2020,Vehicles,46547.38
Georgia,Passenger Vehicles,EV Stock,Vans,BEV,2018,Vehicles,35943.14
Texas,Passenger Vehicles,EV Sales,Bikes,BEV,2019,Vehicles,14007.23
New York,Commercial Vehicles,EV Stock,Buses,PHEV,2021,Percent,34185.65
Texas,Commercial Vehicles,EV Stock,Buses,PHEV,2018,Charging Point,9717.61
New York,Commercial Vehicles,EV Stock,Buses,PHEV,2019,Vehicles,16726.91
Arizona,Passenger Vehicles,EV Sales,Buses,PHEV,2022,Charging Point,37919.18
California,Commercial Vehicles,EV Stock,Vans,BEV,2019,Vehicles,42546.53
Georgia,Commercial Vehicles,EV Stock,Cars,BEV,2019,Percent,20896.77
Washington,Commercial Vehicles,EV Sales,Buses,PHEV,2019,Charging Point,26219.5
Georgia,Passenger Vehicles,EV Stock,Vans,PHEV,2018,Vehicles,19368.03
Georgia,Commercial Vehicles,EV Sales,Vans,BEV,2019,Percent,24017.08
Georgia,Passenger Vehicles,EV Sales,Vans,PHEV,2024,Percent,25673.13
Texas,Commercial Vehicles,EV Sales,Cars,BEV,2019,Percent,34622.54
New York,Passenger Vehicles,EV Stock,Bikes,BEV,2022,Vehicles,37551.17
Colorado,Passenger Vehicles,EV Stock,Buses,PHEV,2022,Percent,48753.31
Arizona,Commercial Vehicles,EV Stock,Cars,PHEV,2020,Percent,21938.81
Florida,Passenger Vehicles,EV Stock,Vans,BEV,2023,Percent,4248.68
Georgia,Commercial Vehicles,EV Stock,Cars,BEV,2018,Percent,34439.5
Illinois,Passenger Vehicles,EV Stock,Bikes,PHEV,2019,Percent,24963.9
Texas,Passenger Vehicles,EV Sales,Vans,PHEV,2020,Vehicles,42066.99
Washington,Commercial Vehicles,EV Stock,Bikes,PHEV,2020,Charging Point,7412.56
Florida,Passenger Vehicles,EV Stock,Bikes,BEV,2018,Vehicles,32281.21
Colorado,Passenger Vehicles,EV Stock,Vans,PHEV,2023,Vehicles,23016.99
Illinois,Passenger Vehicles,EV Stock,Buses,BEV,2020,Vehicles,21023.22
Colorado,Passenger Vehicles,EV Stock,Bikes,BEV,2020,Charging Point,28286.81
Florida,Passenger Vehicles,EV Stock,Vans,PHEV,2018,Charging Point,34240.72
Georgia,Commercial Vehicles,EV Sales,Cars,BEV,2021,Percent,42561.28
Illinois,Commercial Vehicles,EV Stock,Cars,PHEV,2020,Charging Point,11832.07
Colorado,Passenger Vehicles,EV Sales,Bikes,PHEV,2022,Vehicles,14725.43
Washington,Commercial Vehicles,EV Stock,Vans,PHEV,2024,Percent,27474.22
New York,Commercial Vehicles,EV Sales,Bikes,PHEV,2020,Charging Point,17393.2
California,Commercial Vehicles,EV Sales,Buses,PHEV,2018,Vehicles,28460.39
New York,Passenger Vehicles,EV Stock,Cars,BEV,2018,Percent,10087.52
Florida,Passenger Vehicles,EV Stock,Buses,PHEV,2023,Percent,15451.63
Texas,Commercial Vehicles,EV Sales,Bikes,BEV,2024,Percent,16309.62
California,Passenger Vehicles,EV Sales,Buses,PHEV,2021,Vehicles,49616.8
Arizona,Passenger Vehicles,EV Sales,Buses,PHEV,2021,Percent,42731.98
Washington,Commercial Vehicles,EV Stock,Bikes,PHEV,2023,Vehicles,41901.26
Arizona,Passenger Vehicles,EV Sales,Bikes,PHEV,2023,Charging Point,25727.14
Illinois,Commercial Vehicles,EV Stock,Bikes,BEV,2022,Percent,23395.72
California,Commercial Vehicles,EV Sales,Buses,PHEV,2024,Charging Point,3599.26
Arizona,Passenger Vehicles,EV Stock,Vans,PHEV,2022,Percent,9946.6
Arizona,Commercial Vehicles,EV Stock,Vans,PHEV,2020,Percent,44777.8
Colorado,Commercial Vehicles,EV Sales,Vans,BEV,2021,Percent,26329.51
New York,Commercial Vehicles,EV Sales,Buses,PHEV,2022,Vehicles,49373.17
Colorado,Passenger Vehicles,EV Stock,Cars,BEV,2020,Charging Point,29630.22
California,Passenger Vehicles,EV Stock,Cars,PHEV,2019,Percent,18936.61
California,Passenger Vehicles,EV Sales,Bikes,PHEV,2020,Percent,13778.08
Florida,Commercial Vehicles,EV Stock,Vans,PHEV,2024,Vehicles,45926.15
Colorado,Passenger Vehicles,EV Sales,Cars,PHEV,2022,Percent,18599.54
Nevada,Passenger Vehicles,EV Sales,Vans,PHEV,2024,Vehicles,7392.47
New York,Passenger Vehicles,EV Stock,Buses,PHEV,2020,Percent,13985.11
California,Passenger Vehicles,EV Stock,Bikes,PHEV,2024,Charging Point,32316.6
Florida,Commercial Vehicles,EV Sales,Bikes,BEV,2024,Vehicles,6737.22
Colorado,Commercial Vehicles,EV Stock,Bikes,PHEV,2019,Vehicles,4669.16
New York,Passenger Vehicles,EV Stock,Bikes,PHEV,2022,Percent,22935.57
Colorado,Passenger Vehicles,EV Sales,Bikes,BEV,2020,Charging Point,4274.22
Arizona,Passenger Vehicles,EV Stock,Bikes,PHEV,2022,Percent,19707.61
Florida,Commercial Vehicles,EV Sales,Bikes,PHEV,2023,Vehicles,16203.99
New York,Commercial Vehicles,EV Sales,Vans,BEV,2023,Percent,19634.71
Georgia,Passenger Vehicles,EV Stock,Cars,PHEV,2020,Charging Point,24440.64
Illinois,Passenger Vehicles,EV Stock,Vans,PHEV,2018,Vehicles,9347.92
Illinois,Commercial Vehicles,EV Stock,Vans,BEV,2022,Charging Point,22176.98
New York,Commercial Vehicles,EV Stock,Cars,BEV,2022,Charging Point,18139.8
Colorado,Commercial Vehicles,EV Sales,Vans,PHEV,2023,Vehicles,39794.13
Florida,Passenger Vehicles,EV Sales,Bikes,BEV,2023,Charging Point,34764.99
Illinois,Passenger Vehicles,EV Sales,Vans,BEV,2024,Percent,43639.83
Florida,Passenger Vehicles,EV Stock,Bikes,BEV,2022,Vehicles,33483.58
Illinois,Commercial Vehicles,EV Stock,Cars,PHEV,2022,Charging Point,6142.14
Arizona,Passenger Vehicles,EV Stock,Vans,PHEV,2023,Charging Point,25403.14
Colorado,Commercial Vehicles,EV Sales,Buses,BEV,2020,Percent,37149.23
Arizona,Passenger Vehicles,EV Stock,Vans,BEV,2021,Percent,42099.76
Illinois,Commercial Vehicles,EV Sales,Cars,BEV,2024,Percent,9145.66
Georgia,Passenger Vehicles,EV Stock,Buses,BEV,2020,Percent,11252.78
Georgia,Commercial Vehicles,EV Stock,Bikes,PHEV,2019,Charging Point,43125.81
Arizona,Commercial Vehicles,EV Stock,Buses,PHEV,2018,Charging Point,24321.67
Georgia,Passenger Vehicles,EV Stock,Bikes,PHEV,2020,Charging Point,22675.91
Illinois,Passenger Vehicles,EV Stock,Cars,PHEV,2020,Vehicles,24756.35
New York,Passenger Vehicles,EV Stock,Bikes,BEV,2022,Charging Point,8749.31
Arizona,Passenger Vehicles,EV Stock,Cars,PHEV,2024,Vehicles,31419.06
Texas,Commercial Vehicles,EV Stock,Vans,BEV,2019,Charging Point,40417.89
Colorado,Commercial Vehicles,EV Stock,Buses,BEV,2024,Percent,41869.35
Georgia,Commercial Vehicles,EV Sales,Buses,BEV,2022,Charging Point,1615.88
Georgia,Commercial Vehicles,EV Sales,Buses,BEV,2023,Vehicles,35787.94
California,Commercial Vehicles,EV Sales,Bikes,PHEV,2024,Percent,4652.11
Nevada,Passenger Vehicles,EV Sales,Cars,BEV,2022,Charging Point,48346.77
Arizona,Passenger Vehicles,EV Sales,Vans,BEV,2021,Vehicles,24163.82
Washington,Commercial Vehicles,EV Stock,Cars,BEV,2018,Charging Point,38793.22
Georgia,Passenger Vehicles,EV Stock,Buses,BEV,2021,Percent,31130.7
Colorado,Commercial Vehicles,EV Sales,Bikes,PHEV,2022,Vehicles,47601.63
Texas,Passenger Vehicles,EV Stock,Vans,BEV,2018,Percent,48685.53
Georgia,Commercial Vehicles,EV Stock,Vans,PHEV,2020,Vehicles,14016.1
Texas,Passenger Vehicles,EV Stock,Bikes,BEV,2024,Percent,24195.17
Illinois,Commercial Vehicles,EV Sales,Cars,PHEV,2019,Vehicles,25261.6
Illinois,Passenger Vehicles,EV Stock,Bikes,BEV,2021,Vehicles,8967.12
Nevada,Commercial Vehicles,EV Sales,Buses,BEV,2019,Charging Point,45206.49
New York,Commercial Vehicles,EV Stock,Buses,PHEV,2022,Percent,17545.37
Washington,Passenger Vehicles,EV Stock,Buses,PHEV,2018,Charging Point,4464.09
California,Passenger Vehicles,EV Stock,Vans,PHEV,2023,Percent,7811.19
Nevada,Passenger Vehicles,EV Sales,Buses,BEV,2024,Percent,25713.86
Florida,Commercial Vehicles,EV Sales,Cars,PHEV,2024,Charging Point,44096.1
California,Commercial Vehicles,EV Sales,Vans,PHEV,2020,Vehicles,31448.11
Arizona,Passenger Vehicles,EV Stock,Cars,BEV,2018,Percent,10820.09
Colorado,Passenger Vehicles,EV Stock,Vans,PHEV,2023,Vehicles,14910.47
Florida,Commercial Vehicles,EV Sales,Cars,BEV,2019,Percent,48803.65
Florida,Passenger Vehicles,EV Sales,Buses,BEV,2019,Charging Point,2737.16
Nevada,Passenger Vehicles,EV Sales,Vans,PHEV,2020,Vehicles,49717.48
New York,Passenger Vehicles,EV Stock,Cars,BEV,2023,Charging Point,45302.3
Nevada,Commercial Vehicles,EV Stock,Vans,BEV,2023,Percent,33956.32
Arizona,Passenger Vehicles,EV Sales,Vans,BEV,2020,Charging Point,47165.8
Georgia,Commercial Vehicles,EV Sales,Buses,BEV,2018,Percent,7708.15
Georgia,Commercial Vehicles,EV Sales,Vans,PHEV,2021,Vehicles,47135.21
New York,Passenger Vehicles,EV Stock,Bikes,PHEV,2018,Vehicles,10707.5
Arizona,Commercial Vehicles,EV Sales,Cars,BEV,2024,Charging Point,27356.03
New York,Commercial Vehicles,EV Stock,Bikes,PHEV,2019,Charging Point,24489.21
Texas,Passenger Vehicles,EV Stock,Vans,BEV,2018,Vehicles,25671.66
Georgia,Commercial Vehicles,EV Sales,Cars,PHEV,2022,Charging Point,13442.25
Florida,Commercial Vehicles,EV Stock,Bikes,PHEV,2018,Charging Point,39053.87
Washington,Commercial Vehicles,EV Sales,Bikes,BEV,2024,Vehicles,37154.91
Colorado,Commercial Vehicles,EV Sales,Buses,BEV,2018,Percent,47702.86
Arizona,Passenger Vehicles,EV Stock,Bikes,BEV,2023,Charging Point,25398.85
California,Commercial Vehicles,EV Sales,Vans,BEV,2024,Charging Point,27449.79
New York,Commercial Vehicles,EV Stock,Cars,PHEV,2024,Vehicles,45178.31
Colorado,Commercial Vehicles,EV Sales,Vans,BEV,2022,Percent,45980.04
California,Passenger Vehicles,EV Stock,Bikes,PHEV,2019,Percent,32511.88
Colorado,Commercial Vehicles,EV Stock,Vans,PHEV,2020,Charging Point,41037.71
Washington,Commercial Vehicles,EV Sales,Bikes,BEV,2018,Charging Point,25306.47
California,Commercial Vehicles,EV Stock,Buses,PHEV,2021,Percent,19470.96
Nevada,Commercial Vehicles,EV Sales,Vans,BEV,2023,Charging Point,43217.01
Illinois,Passenger Vehicles,EV Stock,Vans,BEV,2023,Percent,38885.87
Nevada,Passenger Vehicles,EV Sales,Buses,PHEV,2020,Charging Point,12196.34
Georgia,Passenger Vehicles,EV Sales,Vans,BEV,2021,Charging Point,2477.49
Illinois,Commercial Vehicles,EV Sales,Bikes,BEV,2018,Vehicles,28323.43
Nevada,Commercial Vehicles,EV Sales,Buses,BEV,2021,Percent,42096.66
Illinois,Passenger Vehicles,EV Sales,Vans,PHEV,2023,Percent,12435.35
Illinois,Commercial Vehicles,EV Sales,Bikes,PHEV,2020,Charging Point,38393.03
Florida,Passenger Vehicles,EV Sales,Bikes,BEV,2021,Vehicles,20758.96
New York,Commercial Vehicles,EV Stock,Cars,BEV,2021,Percent,16851.86
New York,Commercial Vehicles,EV Sales,Cars,PHEV,2020,Charging Point,8723.53
Florida,Commercial Vehicles,EV Stock,Cars,PHEV,2024,Charging Point,46721.25
Colorado,Passenger Vehicles,EV Sales,Buses,BEV,2020,Vehicles,11362.33
Texas,Passenger Vehicles,EV Sales,Bikes,PHEV,2020,Percent,14031.51
Colorado,Commercial Vehicles,EV Stock,Buses,BEV,2023,Percent,16641.24
California,Commercial Vehicles,EV Sales,Buses,BEV,2020,Charging Point,14304.63
California,Commercial Vehicles,EV Sales,Buses,BEV,2022,Charging Point,8228.99
Illinois,Passenger Vehicles,EV Stock,Buses,PHEV,2018,Vehicles,17787.06
Nevada,Commercial Vehicles,EV Sales,Buses,PHEV,2023,Percent,23641.46
Nevada,Commercial Vehicles,EV Sales,Vans,PHEV,2024,Percent,27633.45
New York,Commercial Vehicles,EV Sales,Cars,BEV,2020,Vehicles,7909.33
Arizona,Commercial Vehicles,EV Stock,Buses,PHEV,2019,Percent,38992.75
Colorado,Commercial Vehicles,EV Sales,Vans,PHEV,2021,Vehicles,15645.32
Georgia,Commercial Vehicles,EV Sales,Vans,BEV,2020,Percent,45905.64
Washington,Passenger Vehicles,EV Sales,Bikes,PHEV,2020,Vehicles,16544.67
Nevada,Passenger Vehicles,EV Stock,Buses,BEV,2018,Vehicles,43157.66
Washington,Commercial Vehicles,EV Sales,Cars,BEV,2020,Charging Point,17691.38
Illinois,Passenger Vehicles,EV Sales,Bikes,PHEV,2023,Percent,25341.06
Washington,Commercial Vehicles,EV Sales,Buses,PHEV,2022,Charging Point,18680.5
Georgia,Commercial Vehicles,EV Sales,Bikes,BEV,2019,Vehicles,19416.06
Florida,Passenger Vehicles,EV Sales,Cars,PHEV,2019,Vehicles,30967.25
Georgia,Commercial Vehicles,EV Stock,Cars,PHEV,2024,Vehicles,34677.14
Washington,Passenger Vehicles,EV Stock,Buses,PHEV,2020,Percent,43536.63
Georgia,Commercial Vehicles,EV Stock,Cars,BEV,2018,Charging Point,28495.72
Texas,Passenger Vehicles,EV Sales,Cars,BEV,2023,Vehicles,10920.52
Illinois,Passenger Vehicles,EV Stock,Cars,PHEV,2023,Percent,49480.05
Colorado,Commercial Vehicles,EV Stock,Buses,BEV,2020,Vehicles,34220.29
Florida,Passenger Vehicles,EV Stock,Bikes,PHEV,2021,Vehicles,18800.14
Nevada,Commercial Vehicles,EV Sales,Bikes,PHEV,2023,Vehicles,48413.4
California,Commercial Vehicles,EV Sales,Bikes,PHEV,2023,Vehicles,47927.83
Colorado,Commercial Vehicles,EV Sales,Bikes,PHEV,2023,Charging Point,4069.01
California,Passenger Vehicles,EV Sales,Bikes,BEV,2019,Vehicles,1089.3
Illinois,Passenger Vehicles,EV Sales,Bikes,PHEV,2023,Vehicles,2318.38
Florida,Passenger Vehicles,EV Sales,Bikes,BEV,2021,Charging Point,34297.19
New York,Passenger Vehicles,EV Sales,Cars,BEV,2022,Charging Point,35572.87
Nevada,Commercial Vehicles,EV Sales,Bikes,PHEV,2019,Vehicles,36228.99
