region,category,parameter,mode,powertrain,year,unit,value,total_vehicles_sold
Georgia,Commercial Vehicles,EV Sales,Cars,BEV,2022,Percent,42061.26,775
Nevada,Passenger Vehicles,EV Sales,Bikes,BEV,2022,Vehicles,38179.12,319
Georgia,Passenger Vehicles,EV Stock,Cars,BEV,2022,Percent,20798.12,505
New York,Commercial Vehicles,EV Stock,Vans,BEV,2023,Percent,43638,591
Washington,Commercial Vehicles,EV Stock,Cars,PHEV,2020,Vehicles,12419.82,402
Washington,Commercial Vehicles,EV Stock,Vans,PHEV,2024,Percent,1310.27,398
Texas,Passenger Vehicles,EV Stock,Cars,BEV,2019,Charging Point,21695.22,154
Nevada,Passenger Vehicles,EV Sales,Cars,BEV,2022,Vehicles,45984.31,1244
Arizona,Commercial Vehicles,EV Stock,Vans,BEV,2022,Charging Point,28604.23,866
Texas,Commercial Vehicles,EV Stock,Buses,PHEV,2020,Vehicles,11548.84,222
Georgia,Commercial Vehicles,EV Sales,Bikes,BEV,2021,Percent,32575.98,623
Texas,Passenger Vehicles,EV Stock,Buses,BEV,2019,Vehicles,37274.79,1120
Georgia,Passenger Vehicles,EV Sales,Cars,BEV,2021,Percent,27561.86,408
California,Passenger Vehicles,EV Sales,Bikes,BEV,2021,Percent,42145.64,554
Washington,Passenger Vehicles,EV Sales,Bikes,PHEV,2022,Charging Point,29659.39,844
California,Passenger Vehicles,EV Stock,Bikes,BEV,2023,Vehicles,4891.43,403
Colorado,Commercial Vehicles,EV Stock,Bikes,PHEV,2020,Vehicles,40496.3,484
Nevada,Commercial Vehicles,EV Sales,Vans,PHEV,2019,Percent,7403.17,128
Arizona,Passenger Vehicles,EV Stock,Buses,PHEV,2019,Charging Point,44149.48,1068
Georgia,Commercial Vehicles,EV Stock,Buses,BEV,2019,Charging Point,26140.07,931
Arizona,Commercial Vehicles,EV Stock,Vans,PHEV,2023,Percent,36620.15,30
Georgia,Commercial Vehicles,EV Stock,Buses,BEV,2021,Charging Point,48607.54,189
New York,Commercial Vehicles,EV Stock,Cars,BEV,2018,Charging Point,21653.96,820
Texas,Passenger Vehicles,EV Stock,Bikes,BEV,2020,Percent,23040.12,379
Colorado,Commercial Vehicles,EV Stock,Cars,BEV,2018,Charging Point,41309.71,589
Washington,Passenger Vehicles,EV Sales,Cars,BEV,2021,Percent,5600.86,780
Georgia,Commercial Vehicles,EV Stock,Buses,BEV,2022,Charging Point,1482.17,465
Arizona,Commercial Vehicles,EV Stock,Vans,BEV,2018,Percent,30255.4,409
Colorado,Commercial Vehicles,EV Stock,Vans,BEV,2018,Vehicles,8459.24,144
Florida,Commercial Vehicles,EV Stock,Cars,PHEV,2020,Charging Point,12861.34,850
Florida,Passenger Vehicles,EV Stock,Bikes,BEV,2021,Charging Point,48816.37,741
California,Commercial Vehicles,EV Sales,Cars,PHEV,2020,Charging Point,32692.09,27
Washington,Commercial Vehicles,EV Stock,Bikes,BEV,2022,Charging Point,42802.56,264
New York,Commercial Vehicles,EV Sales,Bikes,PHEV,2023,Charging Point,44899.77,596
Arizona,Passenger Vehicles,EV Sales,Cars,PHEV,2023,Percent,6155.37,362
Texas,Passenger Vehicles,EV Sales,Cars,BEV,2023,Charging Point,46396.1,374
Texas,Passenger Vehicles,EV Sales,Buses,PHEV,2019,Percent,43339.31,690
Arizona,Commercial Vehicles,EV Sales,Bikes,BEV,2023,Vehicles,2362.6,416
Nevada,Passenger Vehicles,EV Stock,Cars,PHEV,2024,Vehicles,48862.66,1251
New York,Commercial Vehicles,EV Stock,Buses,BEV,2023,Percent,22970.02,971
Colorado,Passenger Vehicles,EV Sales,Bikes,PHEV,2021,Vehicles,48726.97,4102
Georgia,Commercial Vehicles,EV Stock,Cars,PHEV,2024,Percent,41210.34,23
Nevada,Commercial Vehicles,EV Sales,Bikes,BEV,2023,Charging Point,22062.7,244
Georgia,Passenger Vehicles,EV Stock,Bikes,PHEV,2023,Percent,25626.72,1569
Georgia,Passenger Vehicles,EV Stock,Vans,BEV,2022,Vehicles,13827.37,1158
Nevada,Passenger Vehicles,EV Sales,Buses,BEV,2022,Percent,24397.3,378
California,Commercial Vehicles,EV Stock,Vans,PHEV,2018,Vehicles,5463.87,447
Florida,Passenger Vehicles,EV Stock,Vans,PHEV,2024,Percent,45440.89,724
Georgia,Commercial Vehicles,EV Sales,Vans,PHEV,2020,Vehicles,35689.28,8875
Nevada,Commercial Vehicles,EV Sales,Cars,BEV,2018,Charging Point,40279.82,410
Nevada,Passenger Vehicles,EV Sales,Vans,BEV,2018,Percent,26603,865
Illinois,Commercial Vehicles,EV Stock,Vans,BEV,2019,Charging Point,6369.13,16
California,Passenger Vehicles,EV Stock,Bikes,BEV,2020,Charging Point,26908.51,144
Washington,Passenger Vehicles,EV Sales,Vans,PHEV,2019,Charging Point,16527.39,1478
Illinois,Passenger Vehicles,EV Stock,Bikes,BEV,2023,Vehicles,604.28,1150
Illinois,Commercial Vehicles,EV Stock,Buses,BEV,2022,Vehicles,30790.29,445
Arizona,Passenger Vehicles,EV Sales,Bikes,PHEV,2023,Charging Point,42697.1,369
Florida,Commercial Vehicles,EV Sales,Cars,PHEV,2019,Percent,35556.55,490
Nevada,Passenger Vehicles,EV Stock,Vans,PHEV,2022,Vehicles,11254.27,385
Florida,Passenger Vehicles,EV Stock,Cars,BEV,2018,Vehicles,40974.75,373
New York,Passenger Vehicles,EV Stock,Buses,PHEV,2023,Charging Point,15544.02,153
Arizona,Commercial Vehicles,EV Sales,Cars,PHEV,2019,Vehicles,11002.42,718
Washington,Passenger Vehicles,EV Stock,Bikes,BEV,2023,Percent,48060.98,966
Florida,Passenger Vehicles,EV Stock,Vans,BEV,2020,Vehicles,928.2,92
Texas,Commercial Vehicles,EV Stock,Bikes,BEV,2019,Vehicles,8461.7,476
Georgia,Passenger Vehicles,EV Sales,Cars,BEV,2022,Percent,23403.35,432
New York,Passenger Vehicles,EV Sales,Bikes,PHEV,2021,Percent,8436.75,545
California,Commercial Vehicles,EV Stock,Cars,BEV,2023,Vehicles,8426.79,11608
Washington,Commercial Vehicles,EV Stock,Cars,PHEV,2024,Percent,31753.98,399
New York,Passenger Vehicles,EV Sales,Cars,PHEV,2023,Vehicles,40969.6,346
Georgia,Passenger Vehicles,EV Sales,Cars,BEV,2024,Percent,33114.71,148
Arizona,Commercial Vehicles,EV Stock,Buses,BEV,2020,Charging Point,5162.47,816
Georgia,Passenger Vehicles,EV Stock,Vans,BEV,2022,Vehicles,44779.39,840
Illinois,Passenger Vehicles,EV Stock,Bikes,BEV,2023,Charging Point,46145.12,5
Georgia,Commercial Vehicles,EV Stock,Bikes,PHEV,2024,Vehicles,14122.03,49
Illinois,Commercial Vehicles,EV Sales,Bikes,BEV,2021,Percent,27700.32,1002
Arizona,Passenger Vehicles,EV Sales,Cars,BEV,2023,Charging Point,24313.31,337
Colorado,Commercial Vehicles,EV Stock,Cars,PHEV,2020,Vehicles,33444.41,375
Illinois,Commercial Vehicles,EV Stock,Vans,PHEV,2021,Percent,48899.53,806
California,Commercial Vehicles,EV Stock,Vans,PHEV,2018,Percent,49320.38,328
Georgia,Commercial Vehicles,EV Stock,Vans,BEV,2018,Charging Point,25506.3,1131
Georgia,Passenger Vehicles,EV Sales,Bikes,PHEV,2023,Vehicles,4688.29,1048
California,Passenger Vehicles,EV Stock,Vans,PHEV,2019,Charging Point,16790.18,30
Texas,Passenger Vehicles,EV Sales,Cars,PHEV,2019,Vehicles,20736.97,59
Nevada,Commercial Vehicles,EV Sales,Vans,BEV,2019,Percent,26778.2,320
Colorado,Passenger Vehicles,EV Stock,Buses,PHEV,2019,Percent,48022.48,1369
Washington,Commercial Vehicles,EV Stock,Cars,BEV,2024,Percent,13194.63,433
Illinois,Commercial Vehicles,EV Sales,Buses,PHEV,2023,Vehicles,26880.72,693
California,Commercial Vehicles,EV Sales,Vans,PHEV,2021,Vehicles,14623.28,820
Arizona,Commercial Vehicles,EV Sales,Buses,PHEV,2020,Percent,45981.15,325
Illinois,Commercial Vehicles,EV Stock,Cars,PHEV,2020,Vehicles,49498.89,971
Nevada,Commercial Vehicles,EV Sales,Bikes,PHEV,2024,Vehicles,43549.89,43
Arizona,Passenger Vehicles,EV Stock,Cars,PHEV,2019,Percent,17003.31,219
New York,Commercial Vehicles,EV Stock,Cars,BEV,2018,Percent,13966.41,942
Georgia,Passenger Vehicles,EV Stock,Cars,BEV,2022,Vehicles,21615.41,336
New York,Passenger Vehicles,EV Sales,Buses,BEV,2019,Vehicles,37404.05,560
Illinois,Commercial Vehicles,EV Stock,Cars,PHEV,2019,Charging Point,564.84,436
Nevada,Commercial Vehicles,EV Stock,Cars,BEV,2023,Vehicles,49756.05,150
Colorado,Passenger Vehicles,EV Stock,Cars,PHEV,2024,Charging Point,44182.23,1132
Illinois,Commercial Vehicles,EV Sales,Vans,BEV,2018,Vehicles,1288.4,364
California,Commercial Vehicles,EV Sales,Buses,PHEV,2022,Charging Point,19166.8,382
Florida,Commercial Vehicles,EV Stock,Vans,BEV,2021,Charging Point,34422.92,610
Illinois,Commercial Vehicles,EV Sales,Cars,PHEV,2021,Percent,12146.15,796
Georgia,Commercial Vehicles,EV Sales,Vans,PHEV,2022,Vehicles,7227.65,373
Georgia,Commercial Vehicles,EV Stock,Bikes,BEV,2022,Percent,31502.99,1141
Illinois,Commercial Vehicles,EV Stock,Cars,PHEV,2024,Percent,45185.92,1089
Arizona,Commercial Vehicles,EV Stock,Vans,BEV,2021,Vehicles,47784.11,304
Florida,Passenger Vehicles,EV Stock,Cars,BEV,2019,Percent,612.14,220
California,Passenger Vehicles,EV Sales,Bikes,BEV,2024,Percent,43735.42,383
Illinois,Passenger Vehicles,EV Stock,Cars,BEV,2019,Percent,28082.32,650
Arizona,Passenger Vehicles,EV Sales,Cars,PHEV,2023,Percent,11961.44,620
Georgia,Passenger Vehicles,EV Sales,Vans,BEV,2018,Charging Point,30885.49,424
Georgia,Passenger Vehicles,EV Sales,Cars,PHEV,2022,Vehicles,49789.86,1315
Nevada,Commercial Vehicles,EV Stock,Bikes,PHEV,2019,Vehicles,13881,301
Illinois,Passenger Vehicles,EV Stock,Bikes,PHEV,2019,Percent,13916.72,439
Florida,Commercial Vehicles,EV Stock,Vans,BEV,2018,Vehicles,34977.23,477
Texas,Passenger Vehicles,EV Sales,Cars,PHEV,2022,Charging Point,2256.06,1292
Florida,Passenger Vehicles,EV Stock,Buses,PHEV,2018,Percent,41045.31,63
Georgia,Passenger Vehicles,EV Sales,Cars,BEV,2018,Percent,32661.19,278
Georgia,Passenger Vehicles,EV Stock,Buses,PHEV,2021,Percent,42075.44,410
New York,Passenger Vehicles,EV Sales,Cars,PHEV,2018,Charging Point,11613.93,592
Georgia,Passenger Vehicles,EV Stock,Bikes,PHEV,2024,Vehicles,42374.79,760
California,Commercial Vehicles,EV Stock,Bikes,PHEV,2024,Charging Point,22485.81,379
Washington,Passenger Vehicles,EV Stock,Cars,PHEV,2024,Vehicles,6722.84,1274
Illinois,Commercial Vehicles,EV Sales,Cars,BEV,2022,Charging Point,45080.99,40
Florida,Commercial Vehicles,EV Sales,Bikes,BEV,2019,Charging Point,35280.16,211
Washington,Passenger Vehicles,EV Stock,Cars,BEV,2019,Percent,8497.43,426
Arizona,Commercial Vehicles,EV Stock,Cars,BEV,2021,Percent,12400.59,239
Texas,Commercial Vehicles,EV Stock,Vans,BEV,2022,Percent,13516.29,415
California,Commercial Vehicles,EV Sales,Vans,PHEV,2024,Charging Point,48170.38,654
Florida,Passenger Vehicles,EV Stock,Vans,BEV,2019,Charging Point,44320.24,1281
Washington,Commercial Vehicles,EV Sales,Buses,PHEV,2018,Vehicles,17382.62,33
Texas,Passenger Vehicles,EV Stock,Bikes,PHEV,2024,Charging Point,23385.18,187
New York,Passenger Vehicles,EV Stock,Cars,BEV,2024,Vehicles,14335.47,453
California,Passenger Vehicles,EV Stock,Bikes,BEV,2020,Percent,37158.17,471
California,Passenger Vehicles,EV Stock,Cars,PHEV,2024,Percent,8144.34,743
New York,Commercial Vehicles,EV Sales,Cars,PHEV,2020,Charging Point,16996.85,1458
Illinois,Passenger Vehicles,EV Stock,Bikes,BEV,2024,Vehicles,30344.61,39
New York,Passenger Vehicles,EV Sales,Buses,BEV,2024,Vehicles,43879.49,166
California,Passenger Vehicles,EV Stock,Buses,PHEV,2024,Percent,31813.96,531
California,Passenger Vehicles,EV Stock,Buses,PHEV,2020,Charging Point,46992.35,7
Washington,Commercial Vehicles,EV Sales,Buses,BEV,2020,Vehicles,46547.38,144
Georgia,Passenger Vehicles,EV Stock,Vans,BEV,2018,Vehicles,35943.14,568
Texas,Passenger Vehicles,EV Sales,Bikes,BEV,2019,Vehicles,14007.23,421
New York,Commercial Vehicles,EV Stock,Buses,PHEV,2021,Percent,34185.65,562
Texas,Commercial Vehicles,EV Stock,Buses,PHEV,2018,Charging Point,9717.61,995
New York,Commercial Vehicles,EV Stock,Buses,PHEV,2019,Vehicles,16726.91,505
Arizona,Passenger Vehicles,EV Sales,Buses,PHEV,2022,Charging Point,37919.18,141
California,Commercial Vehicles,EV Stock,Vans,BEV,2019,Vehicles,42546.53,177
Georgia,Commercial Vehicles,EV Stock,Cars,BEV,2019,Percent,20896.77,877
Washington,Commercial Vehicles,EV Sales,Buses,PHEV,2019,Charging Point,26219.5,1117
Georgia,Passenger Vehicles,EV Stock,Vans,PHEV,2018,Vehicles,19368.03,763
Georgia,Commercial Vehicles,EV Sales,Vans,BEV,2019,Percent,24017.08,4
Georgia,Passenger Vehicles,EV Sales,Vans,PHEV,2024,Percent,25673.13,494
Texas,Commercial Vehicles,EV Sales,Cars,BEV,2019,Percent,34622.54,47
New York,Passenger Vehicles,EV Stock,Bikes,BEV,2022,Vehicles,37551.17,1259
Colorado,Passenger Vehicles,EV Stock,Buses,PHEV,2022,Percent,48753.31,11
Arizona,Commercial Vehicles,EV Stock,Cars,PHEV,2020,Percent,21938.81,463
Florida,Passenger Vehicles,EV Stock,Vans,BEV,2023,Percent,4248.68,1336
Georgia,Commercial Vehicles,EV Stock,Cars,BEV,2018,Percent,34439.5,81
Illinois,Passenger Vehicles,EV Stock,Bikes,PHEV,2019,Percent,24963.9,657
Texas,Passenger Vehicles,EV Sales,Vans,PHEV,2020,Vehicles,42066.99,3544
Washington,Commercial Vehicles,EV Stock,Bikes,PHEV,2020,Charging Point,7412.56,930
Florida,Passenger Vehicles,EV Stock,Bikes,BEV,2018,Vehicles,32281.21,413
Colorado,Passenger Vehicles,EV Stock,Vans,PHEV,2023,Vehicles,23016.99,4373
Illinois,Passenger Vehicles,EV Stock,Buses,BEV,2020,Vehicles,21023.22,1503
Colorado,Passenger Vehicles,EV Stock,Bikes,BEV,2020,Charging Point,28286.81,2290
Florida,Passenger Vehicles,EV Stock,Vans,PHEV,2018,Charging Point,34240.72,6302
Georgia,Commercial Vehicles,EV Sales,Cars,BEV,2021,Percent,42561.28,88
Illinois,Commercial Vehicles,EV Stock,Cars,PHEV,2020,Charging Point,11832.07,3842
Colorado,Passenger Vehicles,EV Sales,Bikes,PHEV,2022,Vehicles,14725.43,234
Washington,Commercial Vehicles,EV Stock,Vans,PHEV,2024,Percent,27474.22,3193
New York,Commercial Vehicles,EV Sales,Bikes,PHEV,2020,Charging Point,17393.2,4469
California,Commercial Vehicles,EV Sales,Buses,PHEV,2018,Vehicles,28460.39,1523
New York,Passenger Vehicles,EV Stock,Cars,BEV,2018,Percent,10087.52,5336
Florida,Passenger Vehicles,EV Stock,Buses,PHEV,2023,Percent,15451.63,759
Texas,Commercial Vehicles,EV Sales,Bikes,BEV,2024,Percent,16309.62,110
California,Passenger Vehicles,EV Sales,Buses,PHEV,2021,Vehicles,49616.8,837
Arizona,Passenger Vehicles,EV Sales,Buses,PHEV,2021,Percent,42731.98,666
Washington,Commercial Vehicles,EV Stock,Bikes,PHEV,2023,Vehicles,41901.26,3379
Arizona,Passenger Vehicles,EV Sales,Bikes,PHEV,2023,Charging Point,25727.14,3773
Illinois,Commercial Vehicles,EV Stock,Bikes,BEV,2022,Percent,23395.72,578
California,Commercial Vehicles,EV Sales,Buses,PHEV,2024,Charging Point,3599.26,70
Arizona,Passenger Vehicles,EV Stock,Vans,PHEV,2022,Percent,9946.6,628
Arizona,Commercial Vehicles,EV Stock,Vans,PHEV,2020,Percent,44777.8,333
Colorado,Commercial Vehicles,EV Sales,Vans,BEV,2021,Percent,26329.51,3201
New York,Commercial Vehicles,EV Sales,Buses,PHEV,2022,Vehicles,49373.17,938
Colorado,Passenger Vehicles,EV Stock,Cars,BEV,2020,Charging Point,29630.22,532
California,Passenger Vehicles,EV Stock,Cars,PHEV,2019,Percent,18936.61,122
California,Passenger Vehicles,EV Sales,Bikes,PHEV,2020,Percent,13778.08,336
Florida,Commercial Vehicles,EV Stock,Vans,PHEV,2024,Vehicles,45926.15,4105
Colorado,Passenger Vehicles,EV Sales,Cars,PHEV,2022,Percent,18599.54,3579
Nevada,Passenger Vehicles,EV Sales,Vans,PHEV,2024,Vehicles,7392.47,354
New York,Passenger Vehicles,EV Stock,Buses,PHEV,2020,Percent,13985.11,917
California,Passenger Vehicles,EV Stock,Bikes,PHEV,2024,Charging Point,32316.6,355
Florida,Commercial Vehicles,EV Sales,Bikes,BEV,2024,Vehicles,6737.22,147
Colorado,Commercial Vehicles,EV Stock,Bikes,PHEV,2019,Vehicles,4669.16,431
New York,Passenger Vehicles,EV Stock,Bikes,PHEV,2022,Percent,22935.57,1246
Colorado,Passenger Vehicles,EV Sales,Bikes,BEV,2020,Charging Point,4274.22,813
Arizona,Passenger Vehicles,EV Stock,Bikes,PHEV,2022,Percent,19707.61,860
Florida,Commercial Vehicles,EV Sales,Bikes,PHEV,2023,Vehicles,16203.99,374
New York,Commercial Vehicles,EV Sales,Vans,BEV,2023,Percent,19634.71,1638
Georgia,Passenger Vehicles,EV Stock,Cars,PHEV,2020,Charging Point,24440.64,514
Illinois,Passenger Vehicles,EV Stock,Vans,PHEV,2018,Vehicles,9347.92,767
Illinois,Commercial Vehicles,EV Stock,Vans,BEV,2022,Charging Point,22176.98,1087
New York,Commercial Vehicles,EV Stock,Cars,BEV,2022,Charging Point,18139.8,947
Colorado,Commercial Vehicles,EV Sales,Vans,PHEV,2023,Vehicles,39794.13,285
Florida,Passenger Vehicles,EV Sales,Bikes,BEV,2023,Charging Point,34764.99,1427
Illinois,Passenger Vehicles,EV Sales,Vans,BEV,2024,Percent,43639.83,303
Florida,Passenger Vehicles,EV Stock,Bikes,BEV,2022,Vehicles,33483.58,390
Illinois,Commercial Vehicles,EV Stock,Cars,PHEV,2022,Charging Point,6142.14,2473
Arizona,Passenger Vehicles,EV Stock,Vans,PHEV,2023,Charging Point,25403.14,1719
Colorado,Commercial Vehicles,EV Sales,Buses,BEV,2020,Percent,37149.23,1188
Arizona,Passenger Vehicles,EV Stock,Vans,BEV,2021,Percent,42099.76,159
Illinois,Commercial Vehicles,EV Sales,Cars,BEV,2024,Percent,9145.66,925
Georgia,Passenger Vehicles,EV Stock,Buses,BEV,2020,Percent,11252.78,1180
Georgia,Commercial Vehicles,EV Stock,Bikes,PHEV,2019,Charging Point,43125.81,13085
Arizona,Commercial Vehicles,EV Stock,Buses,PHEV,2018,Charging Point,24321.67,360
Georgia,Passenger Vehicles,EV Stock,Bikes,PHEV,2020,Charging Point,22675.91,20
Illinois,Passenger Vehicles,EV Stock,Cars,PHEV,2020,Vehicles,24756.35,1271
New York,Passenger Vehicles,EV Stock,Bikes,BEV,2022,Charging Point,8749.31,373
Arizona,Passenger Vehicles,EV Stock,Cars,PHEV,2024,Vehicles,31419.06,162
Texas,Commercial Vehicles,EV Stock,Vans,BEV,2019,Charging Point,40417.89,1907
Colorado,Commercial Vehicles,EV Stock,Buses,BEV,2024,Percent,41869.35,122
Georgia,Commercial Vehicles,EV Sales,Buses,BEV,2022,Charging Point,1615.88,892
Georgia,Commercial Vehicles,EV Sales,Buses,BEV,2023,Vehicles,35787.94,407
California,Commercial Vehicles,EV Sales,Bikes,PHEV,2024,Percent,4652.11,687
Nevada,Passenger Vehicles,EV Sales,Cars,BEV,2022,Charging Point,48346.77,299
Arizona,Passenger Vehicles,EV Sales,Vans,BEV,2021,Vehicles,24163.82,1193
Washington,Commercial Vehicles,EV Stock,Cars,BEV,2018,Charging Point,38793.22,136
Georgia,Passenger Vehicles,EV Stock,Buses,BEV,2021,Percent,31130.7,370
Colorado,Commercial Vehicles,EV Sales,Bikes,PHEV,2022,Vehicles,47601.63,1969
Texas,Passenger Vehicles,EV Stock,Vans,BEV,2018,Percent,48685.53,117
Georgia,Commercial Vehicles,EV Stock,Vans,PHEV,2020,Vehicles,14016.1,599
Texas,Passenger Vehicles,EV Stock,Bikes,BEV,2024,Percent,24195.17,739
Illinois,Commercial Vehicles,EV Sales,Cars,PHEV,2019,Vehicles,25261.6,357
Illinois,Passenger Vehicles,EV Stock,Bikes,BEV,2021,Vehicles,8967.12,148
Nevada,Commercial Vehicles,EV Sales,Buses,BEV,2019,Charging Point,45206.49,531
New York,Commercial Vehicles,EV Stock,Buses,PHEV,2022,Percent,17545.37,404
Washington,Passenger Vehicles,EV Stock,Buses,PHEV,2018,Charging Point,4464.09,191
California,Passenger Vehicles,EV Stock,Vans,PHEV,2023,Percent,7811.19,1776
Nevada,Passenger Vehicles,EV Sales,Buses,BEV,2024,Percent,25713.86,1354
Florida,Commercial Vehicles,EV Sales,Cars,PHEV,2024,Charging Point,44096.1,170
California,Commercial Vehicles,EV Sales,Vans,PHEV,2020,Vehicles,31448.11,634
Arizona,Passenger Vehicles,EV Stock,Cars,BEV,2018,Percent,10820.09,860
Colorado,Passenger Vehicles,EV Stock,Vans,PHEV,2023,Vehicles,14910.47,1518
Florida,Commercial Vehicles,EV Sales,Cars,BEV,2019,Percent,48803.65,1060
Florida,Passenger Vehicles,EV Sales,Buses,BEV,2019,Charging Point,2737.16,513
Nevada,Passenger Vehicles,EV Sales,Vans,PHEV,2020,Vehicles,49717.48,1429
New York,Passenger Vehicles,EV Stock,Cars,BEV,2023,Charging Point,45302.3,181
Nevada,Commercial Vehicles,EV Stock,Vans,BEV,2023,Percent,33956.32,822
Arizona,Passenger Vehicles,EV Sales,Vans,BEV,2020,Charging Point,47165.8,158
Georgia,Commercial Vehicles,EV Sales,Buses,BEV,2018,Percent,7708.15,1081
Georgia,Commercial Vehicles,EV Sales,Vans,PHEV,2021,Vehicles,47135.21,168
New York,Passenger Vehicles,EV Stock,Bikes,PHEV,2018,Vehicles,10707.5,7837
Arizona,Commercial Vehicles,EV Sales,Cars,BEV,2024,Charging Point,27356.03,5731
New York,Commercial Vehicles,EV Stock,Bikes,PHEV,2019,Charging Point,24489.21,1426
Texas,Passenger Vehicles,EV Stock,Vans,BEV,2018,Vehicles,25671.66,8076
Georgia,Commercial Vehicles,EV Sales,Cars,PHEV,2022,Charging Point,13442.25,1442
Florida,Commercial Vehicles,EV Stock,Bikes,PHEV,2018,Charging Point,39053.87,17386
Washington,Commercial Vehicles,EV Sales,Bikes,BEV,2024,Vehicles,37154.91,15476
Colorado,Commercial Vehicles,EV Sales,Buses,BEV,2018,Percent,47702.86,3425
Arizona,Passenger Vehicles,EV Stock,Bikes,BEV,2023,Charging Point,25398.85,16864
California,Commercial Vehicles,EV Sales,Vans,BEV,2024,Charging Point,27449.79,23660
New York,Commercial Vehicles,EV Stock,Cars,PHEV,2024,Vehicles,45178.31,5356
Colorado,Commercial Vehicles,EV Sales,Vans,BEV,2022,Percent,45980.04,16829
California,Passenger Vehicles,EV Stock,Bikes,PHEV,2019,Percent,32511.88,5101
Colorado,Commercial Vehicles,EV Stock,Vans,PHEV,2020,Charging Point,41037.71,8955
Washington,Commercial Vehicles,EV Sales,Bikes,BEV,2018,Charging Point,25306.47,10647
California,Commercial Vehicles,EV Stock,Buses,PHEV,2021,Percent,19470.96,18826
Nevada,Commercial Vehicles,EV Sales,Vans,BEV,2023,Charging Point,43217.01,23056
Illinois,Passenger Vehicles,EV Stock,Vans,BEV,2023,Percent,38885.87,2728
Nevada,Passenger Vehicles,EV Sales,Buses,PHEV,2020,Charging Point,12196.34,7640
Georgia,Passenger Vehicles,EV Sales,Vans,BEV,2021,Charging Point,2477.49,5831
Illinois,Commercial Vehicles,EV Sales,Bikes,BEV,2018,Vehicles,28323.43,393
Nevada,Commercial Vehicles,EV Sales,Buses,BEV,2021,Percent,42096.66,15959
Illinois,Passenger Vehicles,EV Sales,Vans,PHEV,2023,Percent,12435.35,646
Illinois,Commercial Vehicles,EV Sales,Bikes,PHEV,2020,Charging Point,38393.03,5164
Florida,Passenger Vehicles,EV Sales,Bikes,BEV,2021,Vehicles,20758.96,13528
New York,Commercial Vehicles,EV Stock,Cars,BEV,2021,Percent,16851.86,119
New York,Commercial Vehicles,EV Sales,Cars,PHEV,2020,Charging Point,8723.53,2756
